#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 08 26 17 00 240  7.9  9.2 99.00 99.00 99.00 999 1010.2 999.0  27.3 999.0 99.0 99.00
2017 08 26 17 30 237  7.6  9.1 99.00 99.00 99.00 999 1010.2 999.0  27.3 999.0 99.0 99.00
2017 08 26 18 00 231  7.6  8.6 99.00 99.00 99.00 999 1010.0 999.0  27.4 999.0 99.0 99.00
2017 08 26 18 30 231  7.8  9.3 99.00 99.00 99.00 999 1009.2 999.0  27.4 999.0 99.0 99.00
2017 08 26 19 00 238  7.9  9.3 99.00 99.00 99.00 999 1008.8 999.0  27.4 999.0 99.0 99.00
2017 08 26 19 30 240  8.1 10.2 99.00 99.00 99.00 999 1008.5 999.0  27.5 999.0 99.0 99.00
2017 08 26 20 00 233  8.3 10.6 99.00 99.00 99.00 999 1008.5 999.0  27.4 999.0 99.0 99.00
2017 08 26 20 30 230  8.1 10.1 99.00 99.00 99.00 999 1008.0 999.0  27.4 999.0 99.0 99.00
2017 08 26 21 00 227  8.0  9.5 99.00 99.00 99.00 999 1007.9 999.0  27.4 999.0 99.0 99.00
2017 08 26 21 30 220  7.8  9.4 99.00 99.00 99.00 999 1008.1 999.0  27.5 999.0 99.0 99.00
2017 08 26 22 00 219  7.7  9.5 99.00 99.00 99.00 999 1007.7 999.0  27.5 999.0 99.0 99.00
2017 08 26 22 30 218  7.9  9.7 99.00 99.00 99.00 999 1007.5 999.0  27.5 999.0 99.0 99.00
2017 08 26 23 00 218  8.1  9.8 99.00 99.00 99.00 999 1007.6 999.0  27.5 999.0 99.0 99.00
2017 08 26 23 30 217  8.0 10.1 99.00 99.00 99.00 999 1007.8 999.0  27.5 999.0 99.0 99.00
2017 08 27 00 00 214  7.7  9.3 99.00 99.00 99.00 999 1008.0 999.0  27.4 999.0 99.0 99.00
2017 08 27 00 30 213  8.0  9.4 99.00 99.00 99.00 999 1007.9 999.0  27.4 999.0 99.0 99.00
2017 08 27 01 00 210  7.4  9.0 99.00 99.00 99.00 999 1007.9 999.0  27.4 999.0 99.0 99.00
2017 08 27 01 30 212  7.8  9.9 99.00 99.00 99.00 999 1008.8 999.0  27.4 999.0 99.0 99.00
2017 08 27 02 00 213  7.5  9.3 99.00 99.00 99.00 999 1009.1 999.0  27.3 999.0 99.0 99.00
2017 08 27 02 30 209  7.7  9.6 99.00 99.00 99.00 999 1008.8 999.0  27.3 999.0 99.0 99.00
2017 08 27 03 00 211  7.0  8.3 99.00 99.00 99.00 999 1009.2 999.0  27.3 999.0 99.0 99.00
2017 08 27 03 30 220  6.7  8.2 99.00 99.00 99.00 999 1009.3 999.0  27.3 999.0 99.0 99.00
2017 08 27 04 00 243  5.3  6.4 99.00 99.00 99.00 999 1009.9 999.0  27.2 999.0 99.0 99.00
2017 08 27 04 30 237  6.1  7.6 99.00 99.00 99.00 999 1010.0 999.0  27.2 999.0 99.0 99.00
2017 08 27 05 00 236  6.0  7.0 99.00 99.00 99.00 999 1010.1 999.0  27.2 999.0 99.0 99.00
2017 08 27 05 30 236  6.5  8.1 99.00 99.00 99.00 999 1010.3 999.0  27.2 999.0 99.0 99.00
2017 08 27 06 00 235  6.6  8.2 99.00 99.00 99.00 999 1009.3 999.0  27.2 999.0 99.0 99.00
2017 08 27 06 30 234  7.4  8.6 99.00 99.00 99.00 999 1008.7 999.0  27.2 999.0 99.0 99.00
2017 08 27 07 00 238  7.8  9.6 99.00 99.00 99.00 999 1008.7 999.0  27.2 999.0 99.0 99.00
2017 08 27 07 30 259  7.0  8.2 99.00 99.00 99.00 999 1007.7 999.0  27.2 999.0 99.0 99.00
2017 08 27 08 00 305  9.0 13.1 99.00 99.00 99.00 999 1008.0 999.0  27.2 999.0 99.0 99.00
2017 08 27 08 30 257  7.5  9.7 99.00 99.00 99.00 999 1007.6 999.0  27.2 999.0 99.0 99.00
2017 08 27 09 00 234 11.6 14.4 99.00 99.00 99.00 999 1007.9 999.0  27.2 999.0 99.0 99.00
2017 08 27 09 30 227 10.3 12.2 99.00 99.00 99.00 999 1007.2 999.0  27.2 999.0 99.0 99.00
2017 08 27 10 00 232  9.5 10.9 99.00 99.00 99.00 999 1007.7 999.0  27.2 999.0 99.0 99.00
2017 08 27 10 30 241  9.8 11.8 99.00 99.00 99.00 999 1007.1 999.0  27.2 999.0 99.0 99.00
2017 08 27 11 00 246  9.2 11.0 99.00 99.00 99.00 999 1008.2 999.0  27.1 999.0 99.0 99.00
2017 08 27 11 30 254  9.4 11.4 99.00 99.00 99.00 999 1007.9 999.0  27.1 999.0 99.0 99.00
2017 08 27 12 00 261  9.1 10.7 99.00 99.00 99.00 999 1007.9 999.0  27.1 999.0 99.0 99.00
2017 08 27 12 30 265  8.5 10.8 99.00 99.00 99.00 999 1008.3 999.0  27.1 999.0 99.0 99.00
2017 08 27 13 00 265  8.9 10.9 99.00 99.00 99.00 999 1008.7 999.0  27.1 999.0 99.0 99.00
2017 08 27 13 30 274  9.0 10.9 99.00 99.00 99.00 999 1008.4 999.0  27.1 999.0 99.0 99.00
2017 08 27 14 00 274  9.5 12.0 99.00 99.00 99.00 999 1009.0 999.0  27.1 999.0 99.0 99.00
2017 08 27 14 30 273  8.7 10.6 99.00 99.00 99.00 999 1009.3 999.0  27.1 999.0 99.0 99.00
2017 08 27 15 00 277  8.6 10.0 99.00 99.00 99.00 999 1008.7 999.0  27.1 999.0 99.0 99.00
2017 08 27 15 30 277  7.9  9.6 99.00 99.00 99.00 999 1008.6 999.0  27.1 999.0 99.0 99.00
2017 08 27 16 00 279  7.6  9.2 99.00 99.00 99.00 999 1008.8 999.0  27.1 999.0 99.0 99.00
2017 08 27 16 30 266  7.1  8.9 99.00 99.00 99.00 999 1009.0 999.0  27.2 999.0 99.0 99.00
2017 08 27 17 00 259  7.2  8.8 99.00 99.00 99.00 999 1008.6 999.0  27.2 999.0 99.0 99.00
2017 08 27 17 30 263  6.6  8.1 99.00 99.00 99.00 999 1008.6 999.0  27.2 999.0 99.0 99.00
2017 08 27 18 00 256  6.3  7.6 99.00 99.00 99.00 999 1008.3 999.0  27.2 999.0 99.0 99.00
2017 08 27 18 30 248  6.9  8.1 99.00 99.00 99.00 999 1007.9 999.0  27.3 999.0 99.0 99.00
2017 08 27 19 00 238  7.1  8.5 99.00 99.00 99.00 999 1007.5 999.0  27.3 999.0 99.0 99.00
2017 08 27 19 30 235  7.0  8.2 99.00 99.00 99.00 999 1006.8 999.0  27.3 999.0 99.0 99.00
2017 08 27 20 00 237  7.5  8.8 99.00 99.00 99.00 999 1006.5 999.0  27.3 999.0 99.0 99.00
2017 08 27 20 30 240  7.3  8.7 99.00 99.00 99.00 999 1006.2 999.0  27.3 999.0 99.0 99.00
2017 08 27 21 00 248  6.4  8.5 99.00 99.00 99.00 999 1006.1 999.0  27.4 999.0 99.0 99.00
2017 08 27 21 30 251  6.0  7.3 99.00 99.00 99.00 999 1005.8 999.0  27.4 999.0 99.0 99.00
2017 08 27 22 00 259  4.8  6.2 99.00 99.00 99.00 999 1005.7 999.0  27.4 999.0 99.0 99.00
2017 08 27 22 30 247  4.6  5.4 99.00 99.00 99.00 999 1005.7 999.0  27.4 999.0 99.0 99.00
2017 08 27 23 00 241  4.7  5.5 99.00 99.00 99.00 999 1005.5 999.0  27.4 999.0 99.0 99.00
2017 08 27 23 30 245  3.9  5.1 99.00 99.00 99.00 999 1005.3 999.0  27.4 999.0 99.0 99.00
2017 08 28 00 00 252  4.9  5.6 99.00 99.00 99.00 999 1005.4 999.0  27.4 999.0 99.0 99.00
2017 08 28 00 30 260  4.7  6.4 99.00 99.00 99.00 999 1005.6 999.0  27.4 999.0 99.0 99.00
2017 08 28 01 00 260  5.4  6.5 99.00 99.00 99.00 999 1006.1 999.0  27.4 999.0 99.0 99.00
2017 08 28 01 30 250  6.1  7.0 99.00 99.00 99.00 999 1006.4 999.0  27.3 999.0 99.0 99.00
2017 08 28 02 00 255  5.8  6.9 99.00 99.00 99.00 999 1006.4 999.0  27.3 999.0 99.0 99.00
2017 08 28 02 30 338  7.6  9.8 99.00 99.00 99.00 999 1007.5 999.0  27.3 999.0 99.0 99.00
2017 08 28 03 00 338  6.7  8.3 99.00 99.00 99.00 999 1007.5 999.0  27.3 999.0 99.0 99.00
2017 08 28 03 30 325  6.0  7.4 99.00 99.00 99.00 999 1007.4 999.0  27.3 999.0 99.0 99.00
2017 08 28 04 00 327  6.6  8.5 99.00 99.00 99.00 999 1007.3 999.0  27.3 999.0 99.0 99.00
2017 08 28 04 30 327  7.0  8.4 99.00 99.00 99.00 999 1007.1 999.0  27.3 999.0 99.0 99.00
2017 08 28 05 00 316  6.9  8.2 99.00 99.00 99.00 999 1007.3 999.0  27.3 999.0 99.0 99.00
2017 08 28 05 30 317  6.9  8.3 99.00 99.00 99.00 999 1007.0 999.0  27.2 999.0 99.0 99.00
2017 08 28 06 00 314  7.0  8.7 99.00 99.00 99.00 999 1007.2 999.0  27.2 999.0 99.0 99.00
2017 08 28 06 30 310  7.5  8.8 99.00 99.00 99.00 999 1006.8 999.0  27.2 999.0 99.0 99.00
2017 08 28 07 00 306  7.6  9.0 99.00 99.00 99.00 999 1006.3 999.0  27.2 999.0 99.0 99.00
2017 08 28 07 30 303  8.8 10.2 99.00 99.00 99.00 999 1006.7 999.0  27.2 999.0 99.0 99.00
2017 08 28 08 00 309  9.3 11.7 99.00 99.00 99.00 999 1005.9 999.0  27.2 999.0 99.0 99.00
2017 08 28 08 30 314  9.5 11.3 99.00 99.00 99.00 999 1005.9 999.0  27.1 999.0 99.0 99.00
2017 08 28 09 00 309  9.4 10.9 99.00 99.00 99.00 999 1006.1 999.0  27.1 999.0 99.0 99.00
2017 08 28 09 30 309  9.8 12.1 99.00 99.00 99.00 999 1006.2 999.0  27.1 999.0 99.0 99.00
2017 08 28 10 00 309  9.5 11.5 99.00 99.00 99.00 999 1006.7 999.0  27.1 999.0 99.0 99.00
2017 08 28 10 30 304  9.0 11.3 99.00 99.00 99.00 999 1006.0 999.0  27.1 999.0 99.0 99.00
2017 08 28 11 00 303  9.5 12.1 99.00 99.00 99.00 999 1006.7 999.0  27.1 999.0 99.0 99.00
2017 08 28 11 30 308  9.5 11.6 99.00 99.00 99.00 999 1006.2 999.0  27.1 999.0 99.0 99.00
2017 08 28 12 00 310  9.8 11.9 99.00 99.00 99.00 999 1006.3 999.0  27.1 999.0 99.0 99.00
2017 08 28 12 30 315 10.3 12.5 99.00 99.00 99.00 999 1006.2 999.0  27.1 999.0 99.0 99.00
2017 08 28 13 00 313 10.3 12.3 99.00 99.00 99.00 999 1006.8 999.0  27.1 999.0 99.0 99.00
2017 08 28 13 30 313 10.4 12.7 99.00 99.00 99.00 999 1006.9 999.0  27.1 999.0 99.0 99.00
2017 08 28 14 00 320 10.6 12.8 99.00 99.00 99.00 999 1006.8 999.0  27.1 999.0 99.0 99.00
2017 08 28 14 30 320 10.5 13.1 99.00 99.00 99.00 999 1007.5 999.0  27.1 999.0 99.0 99.00
2017 08 28 15 00 324 10.7 13.0 99.00 99.00 99.00 999 1006.5 999.0  27.1 999.0 99.0 99.00
2017 08 28 15 30 328 11.0 13.3 99.00 99.00 99.00 999 1006.7 999.0  27.0 999.0 99.0 99.00
2017 08 28 16 00 326 11.5 13.8 99.00 99.00 99.00 999 1006.9 999.0  27.0 999.0 99.0 99.00
2017 08 28 16 30 332 11.5 14.3 99.00 99.00 99.00 999 1006.9 999.0  27.0 999.0 99.0 99.00
2017 08 28 17 00 337 10.4 12.7 99.00 99.00 99.00 999 1006.4 999.0  27.0 999.0 99.0 99.00
2017 08 28 17 30 332 11.5 14.5 99.00 99.00 99.00 999 1005.9 999.0  27.0 999.0 99.0 99.00
2017 08 28 18 00 334 11.4 13.9 99.00 99.00 99.00 999 1006.7 999.0  27.0 999.0 99.0 99.00
2017 08 28 18 30 331 10.9 13.0 99.00 99.00 99.00 999 1006.5 999.0  27.0 999.0 99.0 99.00
2017 08 28 19 00 334 10.7 14.3 99.00 99.00 99.00 999 1006.4 999.0  27.0 999.0 99.0 99.00
2017 08 28 19 30 341 10.8 13.4 99.00 99.00 99.00 999 1006.3 999.0  27.0 999.0 99.0 99.00
2017 08 28 20 00 351 11.1 14.3 99.00 99.00 99.00 999 1006.0 999.0  27.0 999.0 99.0 99.00
2017 08 28 20 30 356 12.3 14.8 99.00 99.00 99.00 999 1005.3 999.0  27.0 999.0 99.0 99.00
2017 08 28 21 00 356 11.6 14.5 99.00 99.00 99.00 999 1005.4 999.0  27.0 999.0 99.0 99.00
2017 08 28 21 30 357 12.1 14.6 99.00 99.00 99.00 999 1005.7 999.0  27.0 999.0 99.0 99.00
2017 08 28 22 00   7 12.1 16.3 99.00 99.00 99.00 999 1005.3 999.0  27.0 999.0 99.0 99.00
2017 08 28 22 30 359 13.0 15.3 99.00 99.00 99.00 999 1005.4 999.0  27.0 999.0 99.0 99.00
2017 08 28 23 00  10 12.7 15.5 99.00 99.00 99.00 999 1005.6 999.0  26.9 999.0 99.0 99.00
2017 08 28 23 30   0 12.0 13.9 99.00 99.00 99.00 999 1005.3 999.0  26.9 999.0 99.0 99.00
2017 08 29 00 00   8 11.1 13.2 99.00 99.00 99.00 999 1005.7 999.0  26.9 999.0 99.0 99.00
2017 08 29 00 30   8 12.4 15.0 99.00 99.00 99.00 999 1005.9 999.0  26.9 999.0 99.0 99.00
2017 08 29 01 00   4 11.2 13.2 99.00 99.00 99.00 999 1005.7 999.0  26.9 999.0 99.0 99.00
2017 08 29 01 30   6 12.0 15.0 99.00 99.00 99.00 999 1004.9 999.0  26.9 999.0 99.0 99.00
2017 08 29 02 00   5 11.5 15.3 99.00 99.00 99.00 999 1006.2 999.0  26.9 999.0 99.0 99.00
2017 08 29 02 30 358 12.0 14.3 99.00 99.00 99.00 999 1007.2 999.0  26.9 999.0 99.0 99.00
2017 08 29 03 00 352 12.7 15.3 99.00 99.00 99.00 999 1006.9 999.0  26.9 999.0 99.0 99.00
2017 08 29 03 30   6 12.5 15.1 99.00 99.00 99.00 999 1007.6 999.0  26.9 999.0 99.0 99.00
2017 08 29 04 00   2 11.0 12.9 99.00 99.00 99.00 999 1006.4 999.0  26.9 999.0 99.0 99.00
2017 08 29 04 30  12 10.8 13.6 99.00 99.00 99.00 999 1006.9 999.0  26.9 999.0 99.0 99.00
2017 08 29 05 00   5  9.5 12.1 99.00 99.00 99.00 999 1007.4 999.0  26.9 999.0 99.0 99.00
2017 08 29 05 30 354 11.1 13.5 99.00 99.00 99.00 999 1006.6 999.0  26.9 999.0 99.0 99.00
2017 08 29 06 00 359 11.9 14.1 99.00 99.00 99.00 999 1006.6 999.0  26.9 999.0 99.0 99.00
2017 08 29 06 30   4 11.3 13.7 99.00 99.00 99.00 999 1006.2 999.0  26.8 999.0 99.0 99.00
2017 08 29 07 00   1 10.4 12.5 99.00 99.00 99.00 999 1006.2 999.0  26.8 999.0 99.0 99.00
2017 08 29 07 30   1  9.3 11.4 99.00 99.00 99.00 999 1005.9 999.0  26.8 999.0 99.0 99.00
2017 08 29 08 00 354  9.2 10.8 99.00 99.00 99.00 999 1005.9 999.0  26.8 999.0 99.0 99.00
2017 08 29 08 30 350 10.4 12.1 99.00 99.00 99.00 999 1006.0 999.0  26.8 999.0 99.0 99.00
2017 08 29 09 00 349  9.5 11.4 99.00 99.00 99.00 999 1006.7 999.0  26.8 999.0 99.0 99.00
2017 08 29 09 30 347  9.1 11.6 99.00 99.00 99.00 999 1006.7 999.0  26.8 999.0 99.0 99.00
2017 08 29 10 00 350 10.0 12.4 99.00 99.00 99.00 999 1006.2 999.0  26.8 999.0 99.0 99.00
2017 08 29 10 30 351 10.1 12.3 99.00 99.00 99.00 999 1006.2 999.0  26.8 999.0 99.0 99.00
2017 08 29 11 00 348  9.8 11.6 99.00 99.00 99.00 999 1006.5 999.0  26.8 999.0 99.0 99.00
2017 08 29 11 30 353  9.2 10.8 99.00 99.00 99.00 999 1007.0 999.0  26.8 999.0 99.0 99.00
2017 08 29 12 00 346 10.1 12.0 99.00 99.00 99.00 999 1007.2 999.0  26.8 999.0 99.0 99.00
2017 08 29 12 30 348  9.0 11.2 99.00 99.00 99.00 999 1008.2 999.0  26.8 999.0 99.0 99.00
2017 08 29 13 00 345  9.0 11.1 99.00 99.00 99.00 999 1008.2 999.0  26.8 999.0 99.0 99.00
2017 08 29 13 30 349  8.9 11.1 99.00 99.00 99.00 999 1008.7 999.0  26.8 999.0 99.0 99.00
2017 08 29 14 00 345  8.5 10.1 99.00 99.00 99.00 999 1008.7 999.0  26.8 999.0 99.0 99.00
2017 08 29 14 30 345 10.0 12.1 99.00 99.00 99.00 999 1008.7 999.0  26.8 999.0 99.0 99.00
2017 08 29 15 00 349 10.1 11.9 99.00 99.00 99.00 999 1008.9 999.0  26.8 999.0 99.0 99.00
2017 08 29 15 30 358  9.9 11.7 99.00 99.00 99.00 999 1008.8 999.0  26.8 999.0 99.0 99.00
2017 08 29 16 00 349  9.6 11.5 99.00 99.00 99.00 999 1009.3 999.0  26.8 999.0 99.0 99.00
2017 08 29 16 30 351  9.1 10.6 99.00 99.00 99.00 999 1009.3 999.0  26.8 999.0 99.0 99.00
2017 08 29 17 00 351  9.2 11.0 99.00 99.00 99.00 999 1009.2 999.0  26.8 999.0 99.0 99.00
2017 08 29 17 30 342  9.2 10.7 99.00 99.00 99.00 999 1009.2 999.0  26.8 999.0 99.0 99.00
2017 08 29 18 00 348  9.7 11.1 99.00 99.00 99.00 999 1009.9 999.0  26.8 999.0 99.0 99.00
2017 08 29 18 30 351  8.6 10.1 99.00 99.00 99.00 999 1008.9 999.0  26.8 999.0 99.0 99.00
2017 08 29 19 00 354  8.4 10.0 99.00 99.00 99.00 999 1009.0 999.0  26.8 999.0 99.0 99.00
2017 08 29 19 30   2  8.5 10.0 99.00 99.00 99.00 999 1008.8 999.0  26.9 999.0 99.0 99.00
2017 08 29 20 00   3  8.9 10.8 99.00 99.00 99.00 999 1008.5 999.0  26.9 999.0 99.0 99.00
2017 08 29 20 30   5  8.7 10.6 99.00 99.00 99.00 999 1007.9 999.0  26.9 999.0 99.0 99.00
2017 08 29 21 00   1  8.8 10.6 99.00 99.00 99.00 999 1008.5 999.0  26.9 999.0 99.0 99.00
2017 08 29 21 30   5  8.8 10.5 99.00 99.00 99.00 999 1008.1 999.0  26.9 999.0 99.0 99.00
2017 08 29 22 00   8  8.3 10.1 99.00 99.00 99.00 999 1008.3 999.0  26.9 999.0 99.0 99.00
2017 08 29 22 30  10  8.0  9.7 99.00 99.00 99.00 999 1008.6 999.0  26.9 999.0 99.0 99.00
2017 08 29 23 00   4  6.7  8.5 99.00 99.00 99.00 999 1008.6 999.0  26.9 999.0 99.0 99.00
2017 08 29 23 30 358  6.3  7.9 99.00 99.00 99.00 999 1008.5 999.0  27.0 999.0 99.0 99.00
2017 08 30 00 00 360  5.6  6.6 99.00 99.00 99.00 999 1008.3 999.0  27.0 999.0 99.0 99.00
2017 08 30 00 30   5  6.2  7.4 99.00 99.00 99.00 999 1008.7 999.0  27.0 999.0 99.0 99.00
2017 08 30 01 00   5  5.2  6.3 99.00 99.00 99.00 999 1008.4 999.0  27.1 999.0 99.0 99.00
2017 08 30 01 30   6  5.6  7.0 99.00 99.00 99.00 999 1008.9 999.0  27.1 999.0 99.0 99.00
2017 08 30 02 00 360  4.8  5.6 99.00 99.00 99.00 999 1009.2 999.0  27.2 999.0 99.0 99.00
2017 08 30 02 30 356  4.2  5.3 99.00 99.00 99.00 999 1009.6 999.0  27.3 999.0 99.0 99.00
2017 08 30 03 00 355  4.4  5.7 99.00 99.00 99.00 999 1009.7 999.0  27.3 999.0 99.0 99.00
2017 08 30 03 30 356  4.0  4.7 99.00 99.00 99.00 999 1010.1 999.0  27.3 999.0 99.0 99.00
2017 08 30 04 00   6  4.4  5.6 99.00 99.00 99.00 999 1010.4 999.0  27.4 999.0 99.0 99.00
2017 08 30 04 30   8  4.5  6.1 99.00 99.00 99.00 999 1010.1 999.0  27.4 999.0 99.0 99.00
2017 08 30 05 00   3  4.7  5.7 99.00 99.00 99.00 999 1010.1 999.0  27.5 999.0 99.0 99.00
2017 08 30 05 30   2  4.3  5.2 99.00 99.00 99.00 999 1010.1 999.0  27.5 999.0 99.0 99.00
2017 08 30 06 00 358  4.4  5.1 99.00 99.00 99.00 999 1010.0 999.0  27.6 999.0 99.0 99.00
2017 08 30 06 30 346  3.8  4.5 99.00 99.00 99.00 999 1010.0 999.0  27.7 999.0 99.0 99.00
2017 08 30 07 00 335  4.0  4.8 99.00 99.00 99.00 999 1010.1 999.0  27.7 999.0 99.0 99.00
2017 08 30 07 30 320  4.4  5.4 99.00 99.00 99.00 999 1010.1 999.0  27.8 999.0 99.0 99.00
2017 08 30 08 00 317  3.4  4.1 99.00 99.00 99.00 999 1010.2 999.0  27.8 999.0 99.0 99.00
2017 08 30 08 30 314  3.8  4.6 99.00 99.00 99.00 999 1010.1 999.0  27.8 999.0 99.0 99.00
2017 08 30 09 00 304  4.8  5.7 99.00 99.00 99.00 999 1010.1 999.0  27.8 999.0 99.0 99.00
2017 08 30 09 30 310  5.1  5.9 99.00 99.00 99.00 999 1010.1 999.0  27.9 999.0 99.0 99.00
2017 08 30 10 00 309  5.8  6.6 99.00 99.00 99.00 999 1010.2 999.0  27.9 999.0 99.0 99.00
2017 08 30 10 30 304  5.2  6.2 99.00 99.00 99.00 999 1010.4 999.0  27.8 999.0 99.0 99.00
2017 08 30 11 00 306  4.9  6.0 99.00 99.00 99.00 999 1010.5 999.0  27.9 999.0 99.0 99.00
2017 08 30 11 30 312  5.2  6.2 99.00 99.00 99.00 999 1010.7 999.0  27.9 999.0 99.0 99.00
2017 08 30 12 00 307  5.5  6.7 99.00 99.00 99.00 999 1010.9 999.0  29.0 999.0 99.0 99.00
2017 08 30 12 30 314  5.4  6.4 99.00 99.00 99.00 999 1011.3 999.0  29.0 999.0 99.0 99.00
2017 08 30 13 00 314  5.6  6.7 99.00 99.00 99.00 999 1011.4 999.0  29.1 999.0 99.0 99.00
2017 08 30 13 30 310  5.8  6.9 99.00 99.00 99.00 999 1011.9 999.0  29.1 999.0 99.0 99.00
2017 08 30 14 00 315  5.9  7.1 99.00 99.00 99.00 999 1012.1 999.0  29.1 999.0 99.0 99.00
2017 08 30 14 30 316  5.6  6.9 99.00 99.00 99.00 999 1012.3 999.0  29.1 999.0 99.0 99.00
2017 08 30 15 00 317  5.6  7.1 99.00 99.00 99.00 999 1012.4 999.0  29.1 999.0 99.0 99.00
2017 08 30 15 30 324  6.2  7.2 99.00 99.00 99.00 999 1013.0 999.0  29.2 999.0 99.0 99.00
2017 08 30 16 00 325  5.8  7.0 99.00 99.00 99.00 999 1013.0 999.0  29.2 999.0 99.0 99.00
2017 08 30 16 30 336  5.7  7.0 99.00 99.00 99.00 999 1013.3 999.0  29.2 999.0 99.0 99.00
2017 08 30 17 00 355  5.4  6.6 99.00 99.00 99.00 999 1013.3 999.0  29.2 999.0 99.0 99.00
2017 08 30 17 30   9  6.0  7.2 99.00 99.00 99.00 999 1013.1 999.0  29.3 999.0 99.0 99.00
2017 08 30 18 00  10  5.5  6.7 99.00 99.00 99.00 999 1013.0 999.0  29.3 999.0 99.0 99.00
2017 08 30 18 30   7  5.7  7.1 99.00 99.00 99.00 999 1012.7 999.0  29.3 999.0 99.0 99.00
2017 08 30 19 00   8  5.3  6.3 99.00 99.00 99.00 999 1012.2 999.0  29.4 999.0 99.0 99.00
2017 08 30 19 30  12  4.4  5.3 99.00 99.00 99.00 999 1012.1 999.0  29.3 999.0 99.0 99.00
2017 08 30 20 00  29  4.2  5.3 99.00 99.00 99.00 999 1011.7 999.0  29.3 999.0 99.0 99.00
2017 08 30 20 30  42  3.7  4.5 99.00 99.00 99.00 999 1011.6 999.0  29.4 999.0 99.0 99.00
2017 08 30 21 00  60  2.7  3.9 99.00 99.00 99.00 999 1011.4 999.0  29.4 999.0 99.0 99.00
2017 08 30 21 30  89  2.1  3.0 99.00 99.00 99.00 999 1011.1 999.0  29.4 999.0 99.0 99.00
2017 08 30 22 00  97  3.0  3.9 99.00 99.00 99.00 999 1010.9 999.0  29.5 999.0 99.0 99.00
2017 08 30 22 30 114  2.8  3.5 99.00 99.00 99.00 999 1010.8 999.0  29.5 999.0 99.0 99.00
2017 08 30 23 00 126  2.8  3.4 99.00 99.00 99.00 999 1010.7 999.0  29.6 999.0 99.0 99.00
2017 08 30 23 30 157  2.9  3.5 99.00 99.00 99.00 999 1010.6 999.0  29.6 999.0 99.0 99.00
2017 08 31 00 00 165  3.8  4.6 99.00 99.00 99.00 999 1010.6 999.0  29.6 999.0 99.0 99.00
2017 08 31 00 30 177  3.2  3.8 99.00 99.00 99.00 999 1010.7 999.0  29.6 999.0 99.0 99.00
2017 08 31 01 00 184  2.7  3.4 99.00 99.00 99.00 999 1011.0 999.0  29.5 999.0 99.0 99.00
2017 08 31 01 30 203  3.2  3.7 99.00 99.00 99.00 999 1011.1 999.0  29.5 999.0 99.0 99.00
2017 08 31 02 00 213  3.4  3.9 99.00 99.00 99.00 999 1011.5 999.0  29.5 999.0 99.0 99.00
2017 08 31 02 30 226  3.4  4.0 99.00 99.00 99.00 999 1011.8 999.0  29.5 999.0 99.0 99.00
2017 08 31 03 00 227  3.9  4.3 99.00 99.00 99.00 999 1012.4 999.0  29.3 999.0 99.0 99.00
2017 08 31 03 30 225  3.6  4.1 99.00 99.00 99.00 999 1013.0 999.0  29.1 999.0 99.0 99.00
2017 08 31 04 00 228  3.5  4.3 99.00 99.00 99.00 999 1013.2 999.0  28.9 999.0 99.0 99.00
2017 08 31 04 30 226  3.8  4.4 99.00 99.00 99.00 999 1013.3 999.0  28.8 999.0 99.0 99.00
2017 08 31 05 00 233  4.4  5.3 99.00 99.00 99.00 999 1013.5 999.0  28.7 999.0 99.0 99.00
2017 08 31 05 30 232  4.3  5.4 99.00 99.00 99.00 999 1013.6 999.0  28.6 999.0 99.0 99.00
2017 08 31 06 00 234  3.8  4.6 99.00 99.00 99.00 999 1013.5 999.0  28.6 999.0 99.0 99.00
2017 08 31 06 30 232  4.4  5.5 99.00 99.00 99.00 999 1013.3 999.0  28.6 999.0 99.0 99.00
2017 08 31 07 00 221  4.2  5.1 99.00 99.00 99.00 999 1013.1 999.0  28.6 999.0 99.0 99.00
2017 08 31 07 30 220  5.0  5.9 99.00 99.00 99.00 999 1013.1 999.0  28.6 999.0 99.0 99.00
2017 08 31 08 00 217  4.4  5.3 99.00 99.00 99.00 999 1013.1 999.0  28.5 999.0 99.0 99.00
2017 08 31 08 30 217  3.7  4.4 99.00 99.00 99.00 999 1013.0 999.0  28.5 999.0 99.0 99.00
2017 08 31 09 00 216  3.3  3.8 99.00 99.00 99.00 999 1012.9 999.0  28.4 999.0 99.0 99.00
2017 08 31 09 30 220  3.1  4.0 99.00 99.00 99.00 999 1012.8 999.0  28.3 999.0 99.0 99.00
2017 08 31 10 00 232  4.4  5.2 99.00 99.00 99.00 999 1012.9 999.0  28.3 999.0 99.0 99.00
2017 08 31 10 30 242  5.1  6.1 99.00 99.00 99.00 999 1013.2 999.0  28.2 999.0 99.0 99.00
2017 08 31 11 00 242  4.4  5.6 99.00 99.00 99.00 999 1013.4 999.0  28.2 999.0 99.0 99.00
2017 08 31 11 30 242  3.8  4.5 99.00 99.00 99.00 999 1013.5 999.0  28.2 999.0 99.0 99.00
2017 08 31 12 00 243  4.5  5.2 99.00 99.00 99.00 999 1013.7 999.0  28.2 999.0 99.0 99.00
